Player Name,Year,Rounds Played in Year,Average Fairway Percentage,Average Driving Distance,Average GIR,Average Putts,Average Scrambling,Average Score,Average SG Putts,Average SG Total,SG:OTT,SG:APR,SG:ARG,Top 10 Placements
Billy Horschel,2012,63,66.58,290.2,68.79,29.42,59.87,70.494,-0.068,0.391,0.546,0.028,-0.116,1
Tom Gillis,2012,75,66.09,289,63.85,28.67,58.4,70.812,0.217,0.339,0.207,-0.274,0.189,1
John Senden,2012,81,65.93,291,68.59,29.44,57.37,70.05,0.039,1,0.503,0.473,-0.016,5
Kevin Na,2012,80,65.91,281.5,62.03,28.39,61.3,70.634,0.193,0.445,-0.255,0.301,0.206,6
Kris Blanks,2012,65,65.84,284.5,66.84,29.89,54.71,71.201,-0.608,-0.061,0.192,0.558,-0.203,
Blake Adams,2012,107,65.83,288.4,65.91,29.35,56.01,70.586,0.232,0.356,0.237,-0.055,-0.057,2
Justin Rose,2012,69,65.82,290.9,70.34,29.41,61.98,69.549,-0.122,1.64,0.355,0.84,0.567,7
Ryan Moore,2012,89,65.75,287.6,66.35,28.87,56.77,70.3,0.424,0.847,0.163,0.27,-0.009,4
Ken Duke,2012,104,65.69,282.6,64.61,28.68,60.91,70.376,0.349,0.654,0.019,0.309,-0.023,6
Chris Couch,2012,61,65.49,293.8,63.65,28.81,58.29,70.977,0.083,0.125,0.377,-0.131,-0.205,
Stuart Appleby,2012,75,65.45,283.3,64.79,29.08,60.44,71.095,0.154,-0.128,-0.003,-0.437,0.158,
Brian Harman,2012,101,65.44,290.3,63.92,28.79,58.99,70.821,0.132,0.199,0.337,-0.37,0.101,
Roberto Castro,2012,92,65.36,290.6,68.41,29.62,58.49,70.434,0.048,0.591,0.244,0.03,0.269,1
Will Claxton,2012,99,65.36,290.4,69.06,29.56,56.9,70.369,-0.167,0.512,0.524,0.318,-0.163,2
Billy Mayfair,2012,90,65.2,286.8,64.02,29.48,61.76,70.948,-0.205,-0.077,0.08,-0.083,0.131,1
Luke Donald,2012,63,65.16,280.1,64.96,28.63,62.66,69.687,0.818,1.641,-0.188,0.582,0.43,6
Boo Weekley,2012,74,65.15,296.8,69.53,30.5,53.04,70.966,-1.055,-0.082,0.668,0.466,-0.162,2
Ian Poulter,2012,57,65.13,285,61.61,28.39,64.34,70.176,0.103,0.564,0.186,0.068,0.207,4
Kevin Stadler,2012,85,65.09,292.9,67.75,29.64,58.61,70.525,-0.263,0.439,0.351,0.711,-0.359,3
Gavin Coles,2012,72,65.08,271.2,64.23,28.86,59.76,71.397,0.591,-0.289,-0.676,-0.008,-0.196,
Matt Kuchar,2012,86,65.06,286.2,65.38,28.51,62.43,69.477,0.472,1.382,0.11,0.49,0.309,8
Jason Bohn,2012,81,65,279.2,64.59,29.25,56.07,71.248,-0.037,-0.18,-0.11,0.128,-0.162,2
Bo Van Pelt,2012,84,64.79,296.1,67.07,28.81,55.69,69.718,0.542,1.437,0.45,0.665,-0.22,8
Scott Dunlap,2012,57,64.66,281.4,67.21,30.22,58.47,71.653,-0.688,-0.6,0.062,0.252,-0.226,
D.A. Points,2012,88,64.66,284,66.48,29.48,56.5,70.946,-0.109,0.284,0.067,0.329,-0.003,3
John Merrick,2012,83,64.46,293.3,69.13,30.01,54.9,70.701,-0.193,0.191,0.202,0.23,-0.047,2
Rickie Fowler,2012,84,64.43,293.2,64.99,29.17,56.79,70.606,-0.202,0.518,0.458,0.228,0.034,5
Cameron Tringale,2012,88,64.41,290.4,66.6,29.58,58.79,71.023,0.102,0.356,0.195,0.056,0.003,4
Ben Crane,2012,73,64.36,286.8,64.81,28.75,57.24,70.708,0.432,0.591,0.102,-0.138,0.195,4
John Rollins,2012,81,64.25,295.4,66.16,29.48,58,70.618,-0.034,0.431,0.627,-0.269,0.107,5
"Ted Potter, Jr.",2012,77,64.18,284.5,63.32,29.33,55.6,71.71,0.073,-0.823,-0.191,-0.277,-0.428,1
Henrik Stenson,2012,51,64.13,289.5,65.37,29.3,59.04,70.239,0.105,0.915,0.343,0.297,0.169,1
K.J. Choi,2012,71,64.08,282.3,63.57,29.3,54.68,70.886,-0.344,0.255,0.064,0.153,0.382,2
Tiger Woods,2012,69,63.93,297.4,67.58,28.91,63.17,68.904,0.339,2.31,0.553,1.224,0.194,6
Bill Haas,2012,79,63.62,292.2,65.17,29.33,60.74,70.484,0.103,0.668,0.472,-0.18,0.273,3
Alexandre Rocha,2012,62,63.47,284.6,66.87,30.18,53.59,72.039,-0.232,-0.856,-0.083,-0.221,-0.32,1
Brendan Steele,2012,77,63.44,288.8,65.3,30.03,55.48,71.887,-0.112,-0.517,0.084,-0.376,-0.112,3
Brendon de Jonge,2012,115,63.42,288.8,69.17,29.44,58.6,70.137,0.144,1.083,0.185,0.754,0,2
Nick O'Hern,2012,78,63.34,268.9,63.29,29.3,58.49,71.579,-0.392,-0.489,-0.86,0.34,0.424,1
Steve Stricker,2012,73,63.31,285.4,68.33,29.06,60.15,69.865,0.134,1.295,0.116,0.898,0.147,7
David Mathis,2012,83,63.22,278.1,61.04,28.58,57.78,71.333,0.338,-0.105,-0.203,-0.239,-0.002,1
J.J. Henry,2012,93,63.18,288.1,68.24,29.91,57.61,70.939,-0.054,0.255,0.051,0.126,0.133,3
Rod Pampling,2012,88,62.72,288.8,64.93,29.5,57.23,71.038,-0.153,-0.02,0.061,-0.131,0.203,1
Kyle Thompson,2012,51,62.65,284.2,64.78,30.13,48.99,72.296,-1.209,-1.398,-0.204,0.204,-0.189,
Brandt Jobe,2012,57,62.48,299.2,64.68,29.32,53.71,71.064,0.257,0.053,0.198,-0.222,-0.18,1
Louis Oosthuizen,2012,65,62.41,299.5,68.78,29.46,55.37,69.707,-0.004,0.976,0.496,0.478,0.006,3
Steve Wheatcroft,2012,56,62.37,286.9,66.22,29.64,56.91,71.584,0.04,-0.506,0.001,-0.294,-0.253,
Pat Perez,2012,81,62.33,291.5,65.05,28.72,61.77,70.378,0.16,0.763,0.099,0.272,0.232,1
Johnson Wagner,2012,88,62.32,284,65.91,29.4,56.85,70.899,0.346,0.385,-0.027,0.376,-0.31,4
Chris Stroud,2012,86,62.31,286.6,63.37,28.88,61.55,70.878,0.082,0.121,-0.236,-0.049,0.325,2
David Hearn,2012,95,62.25,286.7,66.32,29.12,61.11,70.802,0.261,0.261,-0.022,-0.21,0.231,1
Charley Hoffman,2012,88,62.23,295.5,66.35,29.58,51.41,71.139,-0.48,0.087,0.334,0.356,-0.123,2
Rocco Mediate,2012,70,62.22,280.7,64.84,29.09,61.23,71.218,-0.012,-0.108,-0.106,-0.09,0.1,
Roland Thatcher,2012,55,62.19,288.9,67.8,29.98,50,71.646,-0.514,-1.158,-0.156,0.01,-0.498,1
Lee Westwood,2012,60,62.17,298.1,69.75,30.06,48.3,70.084,-0.359,0.784,0.628,0.681,-0.166,5
Brian Gay,2012,91,62.1,277.7,62.71,28.13,64.38,70.767,0.704,0.148,-0.364,-0.486,0.293,2
Geoff Ogilvy,2012,73,62.01,290.1,63.66,28.74,62.63,70.436,0.238,0.691,0.158,0.168,0.127,1
Camilo Villegas,2012,79,62.01,290.3,69.55,29.92,54.5,71.079,-0.343,-0.174,0.08,0.208,-0.117,
Greg Chalmers,2012,88,62,282,59.83,27.93,62,70.417,0.506,0.642,-0.335,0.012,0.459,
Daniel Summerhays,2012,81,61.93,289.3,67.68,29.55,56.03,70.722,-0.053,0.126,0.2,-0.066,0.045,4
Jeff Overton,2012,101,61.91,292,66.32,28.7,59.35,70.197,0.293,0.883,0.434,0.236,-0.08,2
Stephen Ames,2012,54,61.88,283.7,62.18,29.48,56.5,71.511,-0.255,-0.906,-0.277,-0.277,-0.097,
Hunter Haas,2012,69,61.82,287.6,63.14,28.97,55.02,71.205,0.011,-0.109,0.123,-0.02,-0.223,1
Kyle Reifers,2012,86,61.7,290,67.41,29.76,56.96,71.16,0.021,0.058,0.056,0.056,-0.074,
Cameron Beckman,2012,81,61.67,285.2,65.3,29.88,52.81,71.726,-0.353,-0.689,-0.226,0.058,-0.167,
Keegan Bradley,2012,90,61.65,302.7,66.54,28.88,57.55,69.984,0.33,1.122,0.68,0.238,-0.127,5
Charlie Wi,2012,86,61.65,285.6,59.69,28.24,59.13,70.697,0.279,0.283,-0.197,-0.229,0.43,3
Kevin Streelman,2012,89,61.63,292.8,66.22,29.34,58.22,70.821,-0.054,0.268,0.11,0.184,0.028,3
Vijay Singh,2012,99,61.62,295.4,66.22,29.41,59.3,70.156,-0.404,0.763,0.435,0.52,0.212,3
Bryce Molder,2012,83,61.59,277.5,64.91,28.91,61.32,71.028,0.666,0.321,-0.632,0.1,0.188,1
Webb Simpson,2012,77,61.47,288.6,67.47,28.79,58.65,70.04,0.211,1.123,0.222,0.319,0.371,6
Charl Schwartzel,2012,56,61.41,295.8,62.65,28.74,58.95,70.281,0.084,0.925,0.356,0.445,0.039,2
Dicky Pride,2012,62,61.38,285.9,64.51,29,57.39,70.871,0.13,-0.09,-0.287,0.002,0.064,3
D.J. Trahan,2012,73,61.33,292.2,65.94,29.91,53.43,71.563,-0.579,-0.726,0.088,-0.085,-0.15,1
Josh Teater,2012,97,61.3,298.6,67.5,29.53,56.07,70.953,-0.209,0.128,0.57,-0.231,-0.001,3
Tom Pernice Jr.,2012,62,61.26,273.9,61.69,29.09,56.25,72.137,-0.318,-1.127,-0.921,-0.097,0.209,1
Sergio Garcia,2012,57,61.15,292.4,64.98,28.66,58.36,69.928,0.4,1.104,0.346,0.075,0.283,2
George McNeill,2012,85,61.14,288.8,63.03,29.17,57.33,71.011,0.238,0.013,-0.149,-0.023,-0.053,1
Arjun Atwal,2012,79,61.12,285.1,63.85,29.23,55.37,71.634,-0.217,-0.66,-0.132,-0.227,-0.084,
Kevin Kisner,2012,69,61.1,287.9,62.48,28.75,59.47,71.342,0.303,-0.139,0.106,-0.651,0.103,1
Y.E. Yang,2012,64,61.06,284.9,58.51,28.5,57.67,71.005,0.516,-0.146,-0.118,-0.352,-0.192,
Rory Sabbatini,2012,84,61.04,287.4,62.24,28.81,58.67,71.125,-0.37,-0.014,0.247,-0.021,0.129,2
Matt Every,2012,80,60.89,285.5,66.23,28.92,58.44,70.789,0.096,0.613,-0.051,0.377,0.191,5
Bob Estes,2012,78,60.72,285.2,62.39,28.59,60.98,70.418,0.074,0.362,-0.454,0.396,0.347,1
Vaughn Taylor,2012,81,60.59,286,66.3,29.01,56.26,71.059,0.031,0.03,-0.327,0.165,0.16,
William McGirt,2012,96,60.58,285.4,66.3,29.24,58.6,70.729,0.282,0.253,-0.092,0.11,-0.047,2
Billy Hurley III,2012,70,60.56,275.3,57.74,28.62,57.57,72.116,0.276,-1.324,-0.967,-0.704,0.072,2
Brandt Snedeker,2012,81,60.5,288.7,63.75,27.92,62.08,69.84,0.86,1.01,-0.276,0.11,0.316,4
Graham DeLaet,2012,79,60.36,304.3,66.74,29.63,57.68,70.624,-0.278,0.322,0.5,0.334,-0.234,2
Justin Leonard,2012,79,60.34,279.4,60.44,28.93,59.18,71.583,-0.325,-0.615,-0.401,-0.117,0.227,2
Bud Cauley,2012,99,60.33,291.6,66.55,28.89,62.42,70.458,0.065,0.721,0.065,0.201,0.388,5
Scott Brown,2012,65,60.22,291.2,64.5,29.8,50.13,71.835,-0.468,-0.771,0.17,-0.255,-0.219,3
Chad Campbell,2012,84,60.19,290.1,67.13,29.83,54.93,70.566,-0.425,0.283,-0.04,0.751,-0.004,2
Greg Owen,2012,90,60.16,295.9,68.58,29.87,54.03,70.444,-0.416,0.298,0.336,0.367,0.012,2
Patrick Sheehan,2012,58,60.11,279.3,62.93,29.27,55.62,71.95,-0.149,-1.261,-0.468,-0.737,0.092,
Garth Mulroy,2012,59,60.1,293.7,65.11,29.23,51.68,71.192,0.01,-0.031,-0.004,0.143,-0.179,
Sean O'Hair,2012,84,59.98,297.5,68.25,29.67,56.04,70.615,-0.286,0.368,0.255,0.25,0.149,2
Tim Herron,2012,88,59.93,289.4,67.36,29.78,57.06,70.781,-0.174,0.334,0.152,0.193,0.163,
Padraig Harrington,2012,67,59.86,293.6,62.17,28.41,59.67,69.736,-0.02,0.888,0.193,0.331,0.384,3
Trevor Immelman,2012,76,59.7,290.9,63.45,29.59,56.6,71.37,-0.122,0.365,-0.14,0.242,0.384,
Chris Kirk,2012,93,59.7,291.8,66.6,29.15,58.32,70.891,-0.195,0.244,0.032,0.444,-0.037,4
Adam Scott,2012,59,59.61,304.6,66.57,29.53,55.87,69.533,-0.138,1.164,0.605,0.494,0.203,3
Kyle Stanley,2012,86,59.49,306.9,67.06,29.9,52.61,70.633,-0.797,0.384,0.786,0.439,-0.043,2
Harris English,2012,98,59.47,300.3,67.74,29.52,53.6,70.688,0.175,0.299,0.286,-0.038,-0.124,3
Michael Thompson,2012,80,59.43,283.4,63.26,29,55.39,70.718,0.355,0.106,-0.375,0.317,-0.192,2
Robert Allenby,2012,76,59.34,286.7,65.79,29.91,50.85,71.355,-0.428,-0.626,-0.449,0.537,-0.286,2
Seung-Yul Noh,2012,105,59.34,300.4,67.41,29.28,58,70.256,0.142,0.721,0.355,0.102,0.122,3
Martin Laird,2012,77,59.16,298.2,65.3,29.52,55.92,70.989,0.099,0.549,0.374,0.175,-0.099,3
Davis Love III,2012,64,59.11,296.3,65.02,29.11,54.84,70.194,0.063,0.867,0.206,0.635,-0.038,2
Bill Lunde,2012,83,59.1,290.5,67.56,29.45,58.68,71.062,-0.241,0.305,0.052,0.449,0.044,
Nathan Green,2012,73,58.97,283.8,66.92,29.35,57.62,70.991,0.248,-0.1,-0.479,0.048,0.083,1
Jonas Blixt,2012,72,58.9,286.3,63.65,27.89,61.57,70.244,0.804,1.062,-0.1,-0.01,0.367,3
Nick Watney,2012,97,58.86,296.8,66.43,29.29,55.11,70.577,-0.028,0.536,-0.016,0.586,-0.007,3
Bubba Watson,2012,68,58.84,315.5,69.95,29.73,56.58,69.639,-0.28,1.529,1.485,0.265,0.059,5
Brendon Todd,2012,78,58.77,283.6,60,28.87,55.75,71.873,0.427,-1.19,-0.57,-1.141,0.094,1
Bobby Gates,2012,87,58.6,300.2,65.39,29.69,55.9,71.208,-0.262,-0.265,0.331,-0.016,-0.318,1
Erik Compton,2012,81,58.33,297.2,62.48,29,53.55,71.499,0.092,-0.517,0.215,-0.668,-0.155,
Charlie Beljan,2012,61,58.19,311.6,66.46,29.66,53.13,71.401,-0.421,-0.485,0.797,-0.226,-0.635,1
Ricky Barnes,2012,92,58.1,292,67.36,29.8,54.74,71.163,-0.488,-0.203,-0.29,0.499,0.075,1
Scott Stallings,2012,78,58.1,302.4,66.38,29.77,52.33,71.49,-0.405,-0.323,0.393,-0.113,-0.198,2
Sangmoon Bae,2012,81,58.08,289.8,59.81,28.77,50.99,71.629,0.128,-1.053,0.069,-0.76,-0.491,2
Freddie Jacobson,2012,61,57.98,287.4,61.85,29.1,57.52,70.561,-0.145,0.109,-0.071,0.306,0.02,1
Ryan Palmer,2012,81,57.95,303.1,65.16,28.74,58.27,70.252,0.453,1.003,0.485,0.258,-0.193,4
Jonathan Byrd,2012,69,57.88,289.5,63.64,29.12,58.65,70.753,0.262,0.506,-0.22,0.406,0.058,5
Miguel Angel Carballo,2012,73,57.88,289.5,64.79,29.55,51.7,71.918,-0.294,-1.17,-0.042,-0.728,-0.106,
Mathew Goggin,2012,65,57.86,290.8,67.3,29.79,56.82,71.449,-0.242,-0.327,0.108,-0.292,0.099,
Carl Pettersson,2012,92,57.63,297.1,63.89,28.46,60.37,70.013,0.444,0.867,0.041,0.334,0.049,6
Sung Kang,2012,75,57.53,285.7,59.15,29.07,54.98,72.571,0.051,-1.761,-0.628,-0.897,-0.286,
Danny Lee,2012,74,57.44,291.9,65.24,28.98,56.66,71.062,0.04,0.037,-0.202,-0.031,0.23,
Spencer Levin,2012,81,57.3,283.7,60.97,28.65,57.84,70.776,0.33,0.262,-0.207,-0.041,0.18,3
Tommy Biershenk,2012,74,57.22,285.4,59.89,28.81,50.31,72.494,0.224,-1.227,-0.551,-0.733,-0.167,
Ángel Cabrera,2012,54,57.02,299.7,63.33,29.72,49.09,71.581,-0.217,-0.451,0.198,-0.306,-0.126,
Kevin Chappell,2012,91,56.73,293.3,64.11,29.3,57.83,70.89,-0.262,-0.081,0.228,-0.186,0.138,1
Ernie Els,2012,80,56.71,294.6,66.52,29.4,61.06,70.131,-0.05,0.677,0.272,0.462,-0.006,5
Rory McIlroy,2012,60,56.61,310.1,66.36,28.72,60.24,68.873,0.058,2.406,1.072,1.002,0.273,7
Robert Garrigus,2012,89,56.58,310.3,69.23,29.56,55.58,70.066,-0.225,0.988,0.797,0.68,-0.264,5
Dustin Johnson,2012,70,56.3,310.2,65.75,28.64,60.29,69.564,0.185,1.509,0.72,0.638,-0.035,5
Ryuji Imada,2012,78,56.13,276.4,60.6,28.68,58.26,71.978,0.351,-0.91,-0.919,-0.538,0.196,1
J.J. Killeen,2012,101,56.09,289.9,60.27,28.65,60.45,71.502,-0.107,-0.449,-0.063,-0.492,0.213,1
Scott Piercy,2012,95,56.06,304.5,65.73,28.74,59.9,70.409,0.221,0.857,0.476,0.202,-0.042,3
Marco Dawson,2012,60,56.04,285.9,62.76,29.2,52.21,72.304,-0.235,-1.215,-0.606,-0.459,0.084,
Edward Loar,2012,59,56.01,295.6,62.05,29.66,48.34,71.922,0.145,-1.118,0.059,-0.728,-0.594,
John Daly,2012,50,55.78,306.7,62.08,28.89,52.55,70.879,0.192,-0.406,0.272,-0.267,-0.604,1
Tommy Gainey,2012,98,55.63,297.2,62.3,28.91,53.53,71.54,0.113,-0.517,-0.108,-0.26,-0.262,1
Matt Jones,2012,53,55.49,293.7,64.74,29.41,58.52,71.367,-0.09,-0.557,-0.192,-0.387,0.112,1
Robert Karlsson,2012,54,55.22,294.7,63.25,29.27,52.62,71.453,-0.531,-0.469,-0.04,0.072,0.03,
Marc Leishman,2012,84,55.2,289.4,62.76,29.26,58.26,70.831,-0.331,0.212,-0.209,0.559,0.193,2
Andres Romero,2012,68,54.9,292,61.3,29.22,55.98,71.543,-0.223,-0.409,-0.216,0.078,-0.049,2
Harrison Frazar,2012,56,54.68,297.7,61.21,29.2,53.85,71.739,0.023,-0.551,0.108,-0.358,-0.325,2
Charles Howell III,2012,98,54.6,294.6,66.61,29.54,56.2,70.385,0.054,0.679,0.098,0.257,0.27,1
Gary Woodland,2012,70,54.55,301.6,64.01,29.83,52.8,71.552,-0.497,-0.293,0.32,0.153,-0.269,
J.B. Holmes,2012,90,54.4,309.7,64.5,29.21,55.92,70.924,-0.057,0.496,0.585,-0.219,0.186,2
Phil Mickelson,2012,79,54.31,294.4,64.14,28.49,61.57,70.03,0.562,1.422,-0.103,0.566,0.398,5
Aaron Baddeley,2012,73,54.3,292,58.1,28.07,59.85,71.113,0.604,0.143,-0.108,-0.504,0.152,3
Jason Kokrak,2012,79,53.92,304.1,66,29.56,56.43,71.445,-0.184,-0.447,-0.044,-0.173,-0.045,1
Martin Flores,2012,95,53.58,295,63.98,28.71,59.04,70.538,0.656,0.419,0.077,-0.507,0.192,2
Stewart Cink,2012,71,53.43,288.8,64.26,29.7,52.9,71.483,0.301,-0.228,-0.485,0.195,-0.239,
Ryo Ishikawa,2012,54,53.28,290,59.61,29.44,54.44,70.854,0.196,-0.038,-0.199,0.069,-0.104,
Jhonattan Vegas,2012,77,53.09,304.6,66.07,29.93,49.78,71.44,-0.035,-0.387,-0.012,-0.206,-0.135,2
Jimmy Walker,2012,101,52.74,296.5,64.3,28.78,58.09,70.556,0.427,0.547,-0.243,0.105,0.258,4
Troy Matteson,2012,100,52.67,298.9,64.01,29.39,56.49,71.247,0.136,-0.051,-0.066,0.075,-0.196,3
Troy Kelly,2012,68,52.6,299.5,63.17,29.03,59.12,71.531,0.05,-0.692,-0.211,-0.53,-0.001,1
Jason Day,2012,57,52.48,308.6,61.31,28.42,61.36,70.152,0.526,1.024,0.121,0.102,0.275,3
Matt Bettencourt,2012,80,52.29,288.2,58.95,28.82,51.69,72.182,-0.201,-1.262,-0.558,-0.425,-0.077,1
Mark Anderson,2012,75,52.23,295.7,63.85,29.28,53.45,71.692,-0.133,-0.875,-0.217,-0.542,0.017,
Derek Lamely,2012,64,52.08,289.1,60.3,28.82,57.34,71.876,0.636,-1.035,-0.754,-0.714,-0.204,
Michael Bradley,2012,63,51.88,284.5,65.35,29.78,53.8,72.059,-0.189,-0.954,-1.146,0.391,-0.01,
James Driscoll,2012,83,51.32,291.1,62.38,28.8,54.39,71.246,0.434,-0.059,-0.525,0.032,0,2
Stephen Gangluff,2012,57,49.93,291.5,59.15,29.55,53.33,72.995,-0.243,-1.959,-0.932,-0.488,-0.296,
Daniel Chopra,2012,55,47.27,295.6,59.8,28.59,53.39,71.872,0.331,-0.679,-0.489,-0.589,0.068,
Joe Durant,2011,71,75.65,283.6,71.26,30.61,59.1,71.428,-0.861,-0.233,0.382,0.494,-0.246,
Heath Slocum,2011,89,74.92,281.9,71.4,30.16,54.53,70.988,-0.493,-0.036,0.192,0.339,-0.074,
Jerry Kelly,2011,85,73.3,275.6,66.25,28.96,62.55,70.241,0.257,0.667,0.038,0.161,0.211,3
Brian Gay,2011,90,72.77,269.8,63.44,28.28,63.78,70.214,0.556,0.737,-0.36,0.117,0.425,3
Ben Curtis,2011,66,71.91,276.7,65.82,29.42,61.58,70.839,0.239,0.19,-0.046,-0.063,0.06,
David Toms,2011,78,71.82,279.1,70.2,28.96,61.21,69.706,0.446,1.282,0.166,0.669,0.001,6
Nick O'Hern,2011,89,71.67,276.3,66.67,29.26,59.22,70.8,-0.056,0.462,0.013,0.127,0.378,2
Zach Johnson,2011,79,71.06,278.2,66.38,28.71,63.98,69.966,0.58,1.033,0.012,0.349,0.092,4
Billy Mayfair,2011,94,70.41,283.3,68.77,29.54,60.87,70.747,-0.237,0.385,0.213,0.116,0.292,1
Brian Davis,2011,105,70.33,283.3,67.35,29.1,59,70.469,-0.035,0.605,0.226,0.493,-0.079,1
Aron Price,2011,58,70.29,282.6,67.09,29.46,55.19,70.729,0.094,0.28,-0.176,0.453,-0.091,
Chris Riley,2011,76,70.19,279.3,64.81,29.31,61.62,71.143,-0.292,-0.091,-0.087,-0.301,0.59,1
Justin Hicks,2011,60,69.88,286,65.71,30.63,50.47,72.008,-0.955,-1.416,0.202,-0.192,-0.472,
Steve Elkington,2011,50,69.58,285.4,66.44,29.5,60.26,71.598,0.312,-0.34,-0.004,-0.651,0.003,1
Paul Goydos,2011,81,69,274.8,64.47,29.44,55.79,71.722,-0.628,-0.594,-0.276,0.452,-0.142,3
Rocco Mediate,2011,53,68.91,275.5,62.16,29.68,51.8,72.975,-0.621,-1.522,-0.248,-0.682,0.03,
Briny Baird,2011,60,68.74,289.1,69.14,29.67,60,70.435,0.078,0.543,0.101,0.252,0.112,2
Jim Furyk,2011,87,68,281.4,67.57,29.45,58.37,70.37,-0.16,0.655,-0.017,0.643,0.19,3
Garrett Willis,2011,71,67.85,279.7,64.41,29.2,58.14,71.458,-0.031,-0.278,-0.066,-0.037,-0.144,1
Mark Wilson,2011,89,67.63,284.8,66.03,29.09,62.97,70.526,0.233,0.477,0.007,-0.017,0.255,4
Jason Bohn,2011,74,67.48,284.9,67.3,29.23,58.25,71.336,-0.069,-0.144,-0.103,0.167,-0.139,
Stephen Ames,2011,69,67.44,283.8,65.3,29.15,60.59,71.121,0.012,-0.262,-0.131,0.029,-0.171,2
Johnson Wagner,2011,81,67.35,282.2,67.17,29.56,57.8,70.654,0.427,0.057,-0.059,-0.119,-0.192,1
Chez Reavie,2011,92,67.32,293.5,68.6,29.58,55,70.744,-0.077,0.419,0.381,0.461,-0.346,3
John Merrick,2011,71,67.31,297.2,68.69,29.62,58.03,70.423,0.058,0.43,0.319,0.134,-0.081,1
Ben Crane,2011,76,67.06,284.9,66.36,29.08,61.31,70.434,0.134,0.49,0.101,0.162,0.093,2
Shane Bertsch,2011,62,67.05,280.1,64.38,28.8,59.33,70.869,0.146,0.367,-0.245,0.199,0.267,1
John Rollins,2011,85,66.84,296.7,69.08,29.8,56.28,70.584,-0.101,0.671,0.647,0.124,0.002,2
David Mathis,2011,83,66.82,282,64.29,28.84,60.81,70.899,0.215,0.095,-0.091,0.003,-0.032,1
John Senden,2011,94,66.82,293.3,70.86,29.84,54.77,70.199,0.302,0.967,0.496,0.453,-0.283,2
Boo Weekley,2011,66,66.74,296.6,71.68,30.84,52.85,71.176,-1.1,-0.282,0.683,0.492,-0.357,
Rod Pampling,2011,72,66.7,291.6,65.89,28.97,63.1,70.803,0.13,0.497,0.193,-0.18,0.353,2
Chris DiMarco,2011,93,66.67,277.9,65.11,29.1,60.47,70.909,-0.145,-0.021,-0.313,0.383,0.053,
Bryce Molder,2011,82,66.46,282,65,28.38,62.5,70.433,0.77,0.653,-0.325,-0.138,0.346,4
D.A. Points,2011,89,66.45,287.4,64.92,29.04,58.36,70.621,0.227,0.297,0.044,-0.097,0.124,3
J.J. Henry,2011,96,66.43,291.1,68.96,30.03,56.03,70.671,0.139,0.372,0.239,0.08,-0.086,1
Alex Cejka,2011,59,66.42,280.3,66.1,29.25,56.94,71.178,-0.665,-0.138,-0.145,0.259,0.413,
Graeme McDowell,2011,50,66.31,289.5,66.08,29.38,54.01,70.997,0.132,0.197,0.301,0.029,-0.265,3
Billy Horschel,2011,75,66.22,291,67.07,29.59,54.03,71.512,-0.024,-0.192,0.31,-0.29,-0.189,1
Woody Austin,2011,59,66.21,287.6,66.88,29.02,63.92,70.943,0.037,0.487,-0.149,0.588,0.011,1
Kent Jones,2011,76,66.13,285,66.12,29.68,54.5,71.001,0.028,-0.177,-0.059,-0.008,-0.137,
Colt Knost,2011,80,66.02,279,62.01,29.12,55.34,71.747,0.271,-0.667,-0.229,-0.672,-0.037,
Brandt Jobe,2011,100,65.87,298.5,69.16,29.52,58.72,70.334,-0.015,0.596,0.478,0.262,-0.129,3
Jason Dufner,2011,78,65.81,286.8,66.95,29.44,58.62,70.2,-0.116,0.717,0.515,0.248,0.069,5
Blake Adams,2011,116,65.79,292.1,65.48,28.71,60.63,70.7,0.475,0.411,0.241,-0.453,0.148,3
Michael Connell,2011,76,65.79,279.5,63.82,29.21,60.81,71.326,-0.097,-0.425,-0.393,0.042,0.023,
Justin Leonard,2011,82,65.29,280.1,64.91,29.23,61.97,71.002,-0.11,-0.099,-0.257,-0.07,0.338,
Dean Wilson,2011,62,65.27,276.8,62.63,28.66,61.63,71.195,0.492,-0.22,-0.863,0.073,0.079,
Chris Couch,2011,73,64.96,296.8,64.99,28.53,60.87,70.595,0.397,0.45,0.606,-0.345,-0.208,3
Brendan Steele,2011,89,64.83,292.8,65.45,29.39,54.53,71.019,-0.06,-0.006,0.118,0.209,-0.273,1
Ian Poulter,2011,52,64.76,282.8,65.58,29.06,56.33,70.824,0.27,0.238,-0.354,0.222,0.1,1
Matt Kuchar,2011,94,64.75,286.2,66.98,28.52,62.91,69.515,0.379,1.54,0.304,0.698,0.158,8
Tim Petrovic,2011,88,64.73,280.5,62.17,28.64,60.49,71.326,0.177,-0.119,-0.316,-0.247,0.267,
Scott McCarron,2011,65,64.63,291.6,60.75,28.64,60.56,71.127,0.519,-0.347,0.181,-1.24,0.193,
Matt McQuillan,2011,59,64.45,285.4,62.63,28.71,57.57,71.635,0.436,-0.084,-0.363,-0.188,0.031,2
J.P. Hayes,2011,56,64.36,282.7,61.52,29.11,58.29,72.048,0.024,-0.528,-0.035,-0.406,-0.111,
Luke Donald,2011,73,64.29,284.1,67.33,28.03,63.71,68.861,0.87,2.278,0.04,1.094,0.273,10
Vaughn Taylor,2011,89,64.22,284.1,66.04,28.85,58.46,70.909,0.153,0.077,-0.294,0.191,0.028,
